id,sona,hierarhia_id,sort
2877,Pane tütar minule,994,2
2878,Kaasa kaugel,501,2
2879,Kaasa kaugel ?,501,2
2880,Sinu kaasa kaugel,501,2
2881,Ei ole oma hulgas = Kaasa kaugel,501,2
2882,Elu igav - kaasa kaugel,501,2
2883,Inetu naine,1917,2
2884,Inetu naine kaugel,1917,2
2885,Inetu naine kaugelt,1917,2
2886,Kaugelt toodud inetu naine,1917,2
2887,Laisk inetu naine,1917,2
2888,Ärge lööge,929,2
2889,Ärge lööge vaeslast,929,2
2890,Ärge lööge vaeslast!,929,2
2891,Ärge lööge vaest last,929,2
2892,Ärge lööge vaestlast,929,2
2894,Kus on kurva kodu,632,2
2895,Kurva kodu,632,2
2896,Mitu halba - kurva kodu,632,2
2897,Ilo laul,1938,2
2898,Ilo sõit,1938,2
2899,Ilolaul,1938,2
2900,Ilolaul (improvisatsioon),1938,2
2901,Tütar mõisas,1924,2
2902,"Ema hirmul, et tütar mõisas",1924,2
2903,"Ema kardab, sest tütar mõisas",1924,2
2904,Ema nutab et tütar mõisas,1924,2
2905,Ema nutab tütar mõisas,1924,2
2906,"Ema nutab, et tütar mõisas",1924,2
2907,"Ema nutab, et tütar mõisas.",1924,2
2908,"Ema nutab, sest tütar mõisas",1924,2
2909,"Ema nutab, tütar mõisas",1924,2
2910,Tütar mõisas - ema kardab,1924,2
2911,Tütar mõisas - ema mures,1924,2
2912,Tütar mõisas teol - ema kardab,1924,2
2913,"Tütar mõisas, ema kardab",1924,2
2914,"Tütar mõisas, ema nutab",1924,2
2915,Uhketele neidudele,896,2
2916,Meie ja teiste poisid,604,2
2917,Meie ja teiste küla noored mehed,604,2
2918,Meie ja teiste mehed,604,2
2919,Meie ja teiste poisid kiriku minnes,604,2
2920,Meie ja teiste poisid kirikureisil,604,2
2921,Meie ja teiste poisid kirikus,604,2
2922,Meie ja teiste poisid pühal kirikus,604,2
2923,Meie ja muud poisid jaanil kiriku,604,2
2924,Meie ja teise poisid,604,2
2925,Meie ja muude mehed,604,2
2926,Meie ja selle küla noored mehed,604,2
2927,Meie ja muude poisid kirikuteel,604,2
2928,Meie ja muude poisid,604,2
2929,Meie ja teise valla poisid,604,2
2930,Meie ja tõiste poisid,604,2
2931,Teie ja meie poisid,604,2
2932,Meie poisid kirikus,604,2
2933,Teie ja meie poisid kosja,604,2
2934,Ei sünni suurte sekka,672,2
2935,Kuldne kuningas,391,2
2936,Kuningas,391,2
2937,Hiline,665,2
2938,Kurg künnab,685,2
2940,Kurg pahandab,1171,2
2942,Kurg,685,2
2943,Kurg pahandab tütarlaste üle,1171,2
2945,Rikka ja vaese sööt,1691,2
2946,Rikka ja vaese söök,1691,2
2947,Rikka ja vaese toit,1691,2
2948,Mõisa aidast varastamas,1076,2
2949,Mõisa aidast varastamine,1076,2
2950,Mõisa-aidast varastamas,1076,2
2951,Mõisaaidast varastamas,1076,2
2952,Möisa aidast varastamas,1076,2
2953,Võta naine sirbilt,378,2
2954,Võta naine töö juurest,378,2
2955,Võta naine töölt,378,2
2956,Võta naine neidistest,1791,2
2957,Võta naine neidudest,1791,2
2958,Võta naine neiudest,1791,2
2959,Võta naine - muidu narrin tüdrukuid,1946,2
2960,Võta naine muidu murran neidusi ?,1946,2
2961,"Võta naine, muidu",1946,2
2962,"Võta naine, muidu ...",1946,2
2963,"Võta naine, muidu murrab tüdrukuid",1946,2
2964,"Võta naine, muidu murran neide",1946,2
2965,"Võta naine, muidu murran neidusi",1946,2
2966,Karu Kaie kiskunud,1047,2
2967,Siga suvel ja talvel,1947,2
2968,Siga suvel suureline,1947,2
2969,Lauliku vaev,484,2
2970,Laulja vaev,484,2
2971,Eide vaev,817,2
2972,Ema vaev,817,2
2973,Memme vaev?,817,2
2974,Memme vaev.,817,2
2975,Millal maksan eide vaeva,817,2
2976,Millal maksan memme vaeva,817,2
2977,Saksad ilusad valla vaevast,1948,2
2978,Saksad rikkad valla vaevast,720,2
2979,Mõis ilus valla vaevast,1948,2
2980,Saksad uhked valla vaevast,720,2
2981,Saksad valged vaese vaevast,1948,2
2982,Sakste ilu valla vaevast,1948,2
2983,Asjata loodud,1949,2
2984,Jumal asjata loonud,1949,2
2985,Ema asjata kasvatand,875,2
2986,Ema asjata kasvatanud,875,2
2987,Ema kasvatas asjata,875,2
2988,Kaevatus asjata,875,2
2989,Ema asjata kasvatasid,875,2
2990,Kasvatas asjata,875,2
2991,Kasvatud asjata,875,2
2992,Vanemad asjata kasvatand,875,2
2993,Vanemad asjata kasvatanud,875,2
2994,Asjata kasvatatud,875,2
2995,Asjata kasvatatud - soldatiks,1069,2
2996,Asjata kasvatatud - soldatiks saanud,1069,2
2997,Asjata loodud - soldatiks,1069,2
2998,Asjata kasvatatud soldatiks,1069,2
2999,Asjata loodud soldatiks,1949,2
3000,Asjata kasvatet,875,2
3001,Ksvatus asjatu,875,2
3002,Asjatult loodud,1949,2
3003,Rähni ja sea töö asjatu,1950,2
3004,Tule mulle,660,2
3005,Millal lähen isale,1824,2
3006,Millal saan isale,1824,2
3007,Millal saan,1824,2
3008,Millal saan isale?,1824,2
3009,Millal saan mina isale,1824,2
3010,Millal saan omile,1824,2
3011,Millal saan omile?,1824,2
3012,Ratassaan,492,2
3013,Ratassäng,492,2
3014,Venna kiitus,447,2
3015,Oma venna kiitus,447,2
3016,Venna kiitus - laitus,447,2
3017,Venna kiitus.,447,2
3018,Oodatakse hooraks,854,2
3019,Sõimati hooraks,1951,2
3020,Üteldakse hooraks,1951,2
3021,Üteldi hooraks,1951,2
3022,Kosilased kodus,561,2
3023,Kosilased kodu,561,2
3024,Kosilased koju,561,2
3025,Kadri laulud.,202,2
3026,Kadris. l,202,2
3028,Kadrisandid,202,2
3029,Mardi-kadrilaul,202,2
3030,Orjusest ostja,596,2
3031,Orjusest ostmine,596,2
3032,Orja elu - orjusest ostmine,596,2
3033,"Kui peiu teaks, ostaks orjusest",596,2
3034,Orjusest ostja.,596,2
3035,Orjusest ostja surnud,596,2
3036,Halva ilmaga tööl,448,2
3037,Halval ilmal tööl,448,2
3038,Halva ilmaga teel,1954,2
3039,Halva ilmaga teol,1954,2
3040,Halval ilmal sõitmas,1954,2
3041,Halval ilmal teel,1954,2
3042,Halval ajal sündinud,1235,2
3043,Õpetus kosilasele,1955,2
3044,Õpetus kosjaminejale,1955,2
3045,"Pisike, punane põrsas",811,2
3046,Punane põrsas,811,2
3047,Väike punane põrsas,811,2
3048,Õpetus miniale,1124,2
3049,Isa ja mehe kodus,1957,2
3050,Neiu isa ja mehe kodus,1957,2
3051,Tütar isa ja mehe kodus,1957,2
3052,Isa ja mehe kodus ?,1957,2
3053,Isa ja mehe kodus?,1957,2
3054,Isa ja mehe kodus.,1957,2
3055,Noorik isa ja mehe kodus,1957,2
3056,Petis peiu,332,2
3057,Neiu tahab taganeda,1958,2
3058,Pruut tahab taganeda,1958,2
3059,Oma ema ootab koju - võõrasema ootab koju,1776,2
3060,Oma ja võõrasema kodu oodates,1776,2
3061,Oma ja võõrasema ootab koju,1776,2
3062,Oma ja võõrasema ootab koju.,1776,2
3063,Oma ja võõrasema ootavad kodu,1776,2
3064,Oma ja võõrasema ootavad koju,1776,2
3065,Oma ja võõrasema äratamas,1840,2
3066,Oma- ja võõrasema ootab koju,1776,2
3067,Oma- ja võõrasema ootavad koju,1776,2
3068,Võõrasema ja oma ema ootavad koju,1776,2
3069,Oma ema ja võõrasema koju ootamas,1776,2
3070,Oma ema ja võõrasema ootamas,1776,2
3071,Võõrasema ja oma ema ootavad koju.,1776,2
3072,Ema ja võõrasema ootavad koju,1776,2
3073,Ema- ja võõrasema ootavad koju,1776,2
3074,Oma ema ja võõrasema ootavad koju,1776,2
3075,Oma -ja võõrasema ootavad koju,1776,2
3076,Võõrasema ootab kodu,1776,2
3077,Võõrasema ootab koju,1776,2
3078,Võõrasema ootab kodu.,1776,2
3079,Võõrasema ootab koju.,1776,2
3080,Võõrasema ootab toju,1776,2
3081,Ema ja võõrasema,1776,2
3082,Võõrasema ja oma ema,1776,2
3083,Võõrasema kodu ootamas,1776,2
3084,Oma ja võõrasema söök,1959,2
3085,Võõrasema käseb tules magada,1960,2
3086,Võõrasema käsib tules magada,1960,2
3087,Võõrasema käskis tules magada,1960,2
3088,Oma ema ja võõrasema söök,1959,2
3089,Oma- ja võõrasema,1959,2
3090,Oma - ja võõrasema,1959,2
3091,Oma ema - võõrasema,1776,2
3092,Oma ema ja võõrasema,356,2
3093,Oma ja võõrasema,356,2
3094,"Siga, ära mine võõra vilja",811,2
3095,Suvel on siga suureline,1947,2
3096,Siga põllul,811,2
3097,Siin pole teie oma,1961,2
3098,Siin ei ole sinu oma,1961,2
3099,Sinu oma siin ei ole,1961,2
3100,Siin ei ole simi oma,1961,2
3101,Minu oma siin ei ole,501,2
3102,Sarvest sadul,947,2
3103,Sarvest saan,947,2
3104,Sarvest hobu - sadul,947,2
3105,Hobu-sadul (sarvest),947,2
3106,Sarvest hobu,947,2
3107,Kupja sajatamine,890,2
3108,Kupja sajatus,890,2
3109,Mardisantide l,190,2
3110,Mardi l,190,2
3111,Mardi sõimusõna,1789,2
3112,Lauliku lapsepõli,749,2
3113,Lauliku lapsepõlv,749,2
3114,Lauliku soost,470,2
3115,Lauliku sugu,470,2
3116,Lauliku lapsepöli,749,2
3117,Lauliku soost - ei ole tuim,470,2
3118,Laulikule raha,459,2
3119,Raha laulikule,459,2
3120,Pulmades laulikuks saanud,1969,2
3121,Pulmades laulikuks õpinud,1969,2
3122,Pulmades laulikuks õppinud,1969,2
3123,Pulmades laulikuks õppinud = Kust laulud,1969,2
3124,Pulmas laulikuks õppind,1969,2
3125,Pulmas laulikuks õppinud,1969,2
3126,Pulmis laulikuks õppind,1969,2
3127,Lauliku mure,484,2
3128,Lauliku lapsepõlv - Kiik kesal,749,2
3129,Pühal otsitakse laulikut,1970,2
3130,Lauliku kodu,481,2
3131,Lauliku kodukoht,481,2
3132,Lauliku raha,459,2
3133,Lauliku võim,1580,2
3134,Lauliku vabandus,556,2
3135,Kulli laul,1,2
3136,Laula,1973,2
3137,"Kurb laulik, kurdab vanemaid",839,2
3138,Kus laulud,873,2
3139,Kust laulik õppinud,1969,2
3140,Lauldud hobu,866,2
3141,"Lauldud - hobu, sadul",866,2
3142,Lauldud - hobu,866,2
3143,Lauldud - hobu sadul,866,2
3144,"Lauldud - hobu, tall",866,2
3145,Lauldud hobu - sadul,866,2
3146,Lauldud hobu - Tall taeva all,866,2
3147,Lauldud hobu sadul,866,2
3148,Lauldud hobu-sadul,866,2
3149,"Lauldud hobu, sadul",866,2
3150,"Lauldud tall, hobune, sadul",866,2
3151,Tall taeva all - Lauldud hobu,866,2
3152,Lauldud hobune,866,2
3153,"Lauldud hobune, sadul",866,2
3154,"Lauldud, hobu - sadul",866,2
3155,Laulust - sadul,866,2
3156,Laulust sadul,866,2
3157,Laulust-sadul,866,2
3158,Laulust hobu - sadul,866,2
3159,Laulust hobu,866,2
3160,Kus käisid sa,1,2
3161,Kus käisid sa?,1,2
3162,Hoiatus linnanaisest,1666,2
3163,Hoiatus linnanaise eest,1666,2
3164,Kus laulud õpitud,467,2
3165,Kust laulud õpitud,467,2
3166,Laulud lagle suust,467,2
3167,Laulud pulmas õpitud,467,2
3168,Laulud teol loodud,873,2
3169,Laulud tööl õpitud,873,2
3170,Laulud tööst õpitud,873,2
3171,Pulmades laulud õppinud,1969,2
3172,Laulud-hobu-sadul,866,2
3173,Uni tuleb huigates,1979,2
3175,Aitüma imetamast,1982,2
3176,Aadu sõim,1789,2
3177,Ainuke tütar,1999,2
3178,Ainuke tütar isakodus,1999,2
3179,Ainukene tütar isakodus,1999,2
3180,Ainukene ilus tütar,1999,2
3181,Ainuke ilus tütar,1999,2
3182,Ajage kari siia!,1256,2
3183,Ajage kari ühte!,1256,2
3184,Aned kadunud,168,2
3185,Ainuke tütar isa ja mehe kodus,1999,2
3186,@,1,2
3187,Kurjale kositud,974,2
3188,Künni l,1975,2
3189,Kaasa alles kasvamas,500,2
3190,Kaasa alles kätkis,500,2
3191,Künni l.,1975,2
3192,Jätan lindude süüa,698,2
3193,Jätan sirgu süüa,698,2
3194,Kohus koju minna,565,2
3195,Aeg kodu minna,565,2
3196,Kohus koju minna.,565,2
3197,Aeg ära minna,565,2
3198,Abi võõrastele?,875,2
3199,Aigud Anne peale,2002,2
3200,Ainus vend,2003,2
3201,Ainult surnud tööst tüdinud,701,2
3202,Altmäe rebane,1850,2
3203,Ajame pullid pusklema!,1257,2
3204,Aitäh andjale,197,2
3205,Anna orjal hästi süüa,1233,2
3206,Anna hästi orjale süüa,1233,2
3207,Anna hästi orjal süüa,1233,2
3208,Anna hästi süüa,1233,2
3209,Anna orjale hästi süüa,1233,2
3210,Anna orjale süüa,1233,2
3211,Anna orjale süüa.,1233,2
3212,"Anna orjale süüa, ori söödab härgi",1233,2
3213,Anna orjal süüa,1233,2
3214,Anna piima!,940,2
3215,Ants oli aus saunamees,1170,2
3216,Anna see tütar minule,994,2
3217,Anna tütar minule,994,2
3218,Ants ei arvata meheks,1789,2
3219,Ants,1789,2
3220,Antsu sõim,1789,2
3221,Arg kosilase,12,2
3222,Avatud haual,2004,2
3223,Avatud haud,2004,2
3224,Liugulaskmise laul,213,2
3225,Ilusad juuksed,2027,2
3226,Ilus juus,2027,2
3227,Endine ilus juus,2027,2
3228,Kodu käimas,1501,2
3229,Noorik kodu käimas,1501,2
3230,Noorik isa kodu käimas,1501,2
3231,Kodu käimas ?,1501,2
3232,Kodu käimas.,1501,2
3233,Kodu käimas?,1501,2
3234,Kodu käimast,1501,2
3235,Noorik isakodu käimas,1501,2
3236,Tütar kodu käimas,1501,2
3237,Neiu ei lähe karjasele,1269,2
3238,Ei lähe sinule,1165,2
3239,Ei lähe sepale,1682,2
3240,Noorena võtsin kirbu kinni,2029,2
3241,Noorelt kirbu kinni,2029,2
3242,Võtsin kirbu kinni,2029,2
3243,Ööhulkuja,2042,2
3244,Ööhulkuja poiss,2042,2
3245,Ööhulkujate poiste l.,2042,2
3246,Ööhulkur,2042,2
3247,Ühes sõbrad,1011,2
3248,Ühes /kälimehed/,1011,2
3249,Ühed sõbrad,1011,2
3250,Üks kuningatütar ja kuningapoeg,1,2
3251,Ühes /sõbrad/,1011,2
3252,Ühes,1011,2
3253,Ühte sööme - ühte joome,1011,2
3254,"Ühte sööme, ühte joome",1011,2
3255,Oleks see mees minu!,915,2
3256,Oleks see mees minul!,915,2
3257,Oleksin Olevi,2043,2
3258,Oleksin Olevi - kardan,2043,2
3259,Oleksin Olev,2043,2
3260,Oleks Olevi,2043,2
3261,"Halvad ehted, poisid põlgavad",1074,2
3262,Miks poisid põlgavad,1074,2
3263,Poisid põlgavad,1074,2
3264,Poisid põlgavad eheteta neiusid,1074,2
3265,Poisid põlgavad (ei ole ehteid),1074,2
3266,"Poisid põlgavad, et neiu ema sõna kuuleb",1074,2
3267,Poisid põlgavad et pole ehteid,1074,2
3268,Poisid põlgavad - halvad riided,1074,2
3269,Poisid põlgavad - minul pole ehteid,1074,2
3270,Poisid põlgavad (pole ehteid),1074,2
3271,Poisid põlgavad - pole ehteid,1074,2
3272,"Poisid põlgavad, pole ehteid",1074,2
3273,"Poisid põlgavad, pole häid riideid",1074,2
3274,"Pole ehteid, poisid põlgavad",1074,2
3275,Poiss loodud petjaks,709,2
3276,Poiss loodud petma,709,2
3277,Poiss loodud puutumaie,709,2
3278,Põder,537,2
3279,Põder põllul,537,2
3280,Siimani seeli,407,2
3281,Siimaniseeli,407,2
3282,Siimani sell,407,2
3283,Sulasele (?),1041,2
3284,Sulasele,1041,2
3285,Sain sulasele,1041,2
3286,Ei lähe sulasele,2028,2
3287,Ei sulasele,2028,2
3288,Ussisõnad,1804,2
3289,Ussi sõnad,1804,2
3290,"Uss, sarapuu karva",1845,2
3291,Teretamata möödujale,1175,2
3292,Teretamata möödamineja,1175,2
3293,Teretamata möödaminejale,1175,2
3294,Teretamata neiudest mööda,1175,2
3295,Sinisiiba tsirguke,2013,2
3296,Sinisiiba tsirgukene,2013,2
3297,Lind trööstimas,2013,2
3298,Lind vaeslast trööstimas,2013,2
3299,Lind vaeslast trööstimas/=ema surm,2013,2
3301,Endine elu,1957,2
3302,Imelik sarvepuhuja,535,2
3303,Imelik sarvepuhuja tuleb koju,535,2
3304,Jahil sarvepuhuja,535,2
3306,Sarvepuhuja,535,2
3307,Sarvepuhuja kodukutse,535,2
3308,Sarvepuhuja kojukutse,535,2
3309,Sarvepuhuja kojutulek,535,2
3311,Sarvepuhujale,535,2
3312,Sarvepuhuja tuleb koju,535,2
3313,Sarvepuhumine,535,2
3314,Saksa asemel sandile,1006,2
3315,Saksa asemel sant,1006,2
3316,Saksa asemel sant peiu,1006,2
3317,Ema ja armud,747,2
3318,Ema ja armud.,747,2
3319,Ema ja noore naise ajal,1005,2
3320,Poiss ema ja noore naise ajal,1005,2
3321,Ema ja noore naise hooles,1005,2
3322,Ema ja nooriku hooles,1005,2
3323,Ema ja võõras äratavad,1840,2
3324,Ema ja vöörasema ootavad kodu,1776,2
3325,Oma ema ja võõras ema,1776,2
3326,Võõras ema ja oma ema,356,2
3328,Küla ütel,458,2
3329,Küla ütel.,458,2
3330,"Küla ütel, kuku",458,2
3331,Küla ütel = Suude sulg,458,2
3332,Küla ütel paksuks,889,2
3333,Kes koju ootab,845,2
3334,Kes koju ootab?,845,2
3335,Kes koju ootel,845,2
3336,Eest ära neiude teelt,897,2
3337,Eest ära neidude teelt,897,2
3338,Eest ära,851,2
3339,Eest neiude teelt,897,2
3340,"Eest ära, neiud tulevad",897,2
3341,3 kägu,1424,2
3342,Eide ja noore naise ajal,1005,2
3343,Ei hooli uhkeist,1670,2
3344,Ei hooli uhketest,1670,2
3345,Ei jõua ohjad hoida,489,2
3346,Ei julgust = Arg kosilane,144,2
3347,Ei julgust,144,2
3348,Ei jõua sugu sööta,2124,2
3349,Ei jõudnud ohje hoida,489,2
3350,Ei jõua sugu sööta - noorik isakodus käimas,2124,2
3351,Ei jõudnud sugu sööta,2124,2
3352,Ei kuule oma nime,1584,2
3353,Ei saa seepi,1113,2
3354,Ei suuda sugu sööta,2124,2
3355,Ei saa seepi pesemiseks,1113,2
3356,Ei saa seepi pesta,1113,2
3357,Ei saa seepi tanu pesta,1113,2
3358,Ei tule sinule,1165,2
3359,Ei tule sinule!,1165,2
3361,Ei ole süüdi,1685,2
3362,Eksinud,1161,2
3363,Ei ühte naist,1011,2
3364,Ema arm,747,2
3365,Ei üht naist,1011,2
3366,Ema virkuseõpetus,954,2
3367,Ema virkuse õpetus,954,2
3368,Ei noorelt mehele,2125,2
3369,Ema armud,747,2
3370,Ennemuistne elu,1714,2
3371,Ennemuistne aeg,1714,2
3372,Endine elu isakodus,1957,2
3373,Enne mätastega kui neidudega,1494,2
3374,Enne mätastega kui nende neidudega,1494,2
3375,"Enne kivi, kui poisi juurde",710,2
3376,"Enne kivi, kui poisi juure",710,2
3377,"Enne kivi, kui poisi juures",710,2
3378,Ennem mängin mätastega,1494,2
3379,Ennem mätastega,1494,2
3380,Ennem mätastega kui laiskade neidudega,1494,2
3381,Ennem mätastega kui neiudega,1494,2
3382,"Ennem mätastega, kui nende neidudega",1494,2
3383,Ennem mätaste kui neidudega,1494,2
3384,Enne mätastega kui neiudega,1494,2
3385,"Enne mätastega, kui neiudega",1494,2
3386,"Enne mätastega, kui nende neiudega",1494,2
3387,Hakkame minema,1151,2
3388,Hakkame mehed minema,1151,2
3389,"Hakkame, mehed minema",1151,2
3390,"Hakkame, mehed, minema",1151,2
3391,"Hakkame, mehed, minema!",1151,2
3392,Haigud,2002,2
3393,Hammas,1611,2
3394,Hirmus mõis,1763,2
3395,Hüljes hüüab,1389,2
3396,Haige kurk,496,2
3397,Habemik,2126,2
3398,Habemik mees,2126,2
3399,Habemikud noored mehed,2126,2
3400,Habemikud poisid,2126,2
3401,Habemeajamine,2126,2
3402,Halb hääl,496,2
3403,Hea mees,2127,2
3404,Halb ja hää mees,2127,2
3406,Halb mees,2127,2
3407,Halb mees ?,2127,2
3408,"Hani, hani valge",382,2
3409,Hea ja halb mees,2127,2
3410,Hambasõnad,1611,2
3411,Hea ja kuri mees,2127,2
3412,Hea ja kuri mees?,2127,2
3413,Hea mees.,2127,2
3414,Hea ja halb mõis,1037,2
3415,Hea ja kuri mõis,1037,2
3416,Hansu ei arvata meheks,1301,2
3417,Hea pilliga kuri piitsaga,545,2
3418,"Hea pilliga, kuri piitsaga",545,2
3419,Halb ja hää mõis,1037,2
3420,Halb mõis,1763,2
3421,Halb mõisa,1763,2
3422,Haud kiige all,269,2
3423,Hea ju kuri mees,2127,2
3424,"Hea mees, kuri mees",2127,2
3425,Hobuse otsija,1731,2
3426,Hää ja hirmus mõis,1037,2
3427,Hää ja kuri mees,2127,2
3428,Hää mees,2127,2
3429,Hääl ja kurjal mehel,2127,2
3430,Hääl mehel,2127,2
3431,Hää ja kuri mõis,1037,2
3432,Hää ja kurja mõisa vald,1037,2
3433,Hää ja kurja mõisa vallad,1037,2
3434,Hää ja paha vald,1037,2
3435,Ihne perenaine,1962,2
3436,Ihne perenaine (NB!),1962,2
3437,3 nurme,376,2
3438,Marjal,783,2
3439,Mehele meele tõttu,2129,2
3440,Martide mangumine,1905,2
3441,Ühte laulmine,1054,2
3442,Ühtelaulmine,1054,2
3443,Aia tegemine,978,2
3444,Aiategemine,978,2
3445,Aia tegija,978,2
3446,Ahju kütmine,2130,2
3447,Ahjukütmise sõnad,2130,2
3448,Aituma,197,2
3449,Aituma andjale,197,2
3450,Aitüma,197,2
3451,Aitüma andjale,197,2
3452,Anna armsale mehele,2129,2
3453,Anna armsale mehele.,2129,2
3454,Armsale lähen saiatagi,2131,2
3455,Aru rebane,2132,2
3456,Andsid ära ainu lapse,159,2
3457,Ehted kadund,173,2
3458,Ei julge naist võtta,2133,2
3459,Ehi veli,2063,2
3460,"Ehi, veli",2063,2
3461,"Ehi, poiss",2063,2
3462,Ehi poiss,2063,2
3463,Üteldaks vanaks,1721,2
3464,Üteldakse vanaks,1721,2
3465,Üteldakse kaua kasvavat,2134,2
3466,Üteldi kaua kasvavat,2134,2
3467,Üteldakse kurjaks,2135,2
3468,Üteldakse et kaua kasvanud,2134,2
3469,Ühes laulmine,1054,2
3470,Üheslaulmine,1054,2
3471,Ühte,1011,2
3472,Üks pole ühtegi,351,2
3473,Ärgu naergu naine naist,1808,2
3474,Ärgu naergu naene naist,1808,2
3475,Ärgu naine naergu naist,1808,2
3476,Ära mine noorelt mehele!,2136,2
3477,Ära mine rikkale,2137,2
3478,Ära noorelt mehele mine,2136,2
3479,Ära noorelt mehele,2136,2
3480,Ära kosi leske,1028,2
3481,"Ärge naerge neide, endal naine võtmata",894,2
3482,Ära kosi mõisast,1004,2
3483,Ära võta lesknaist,1028,2
3484,Ära võta linnast naist!,1666,2
3485,Ära võta linnast naist,1666,2
3486,Ära usu poisi juttu,709,2
3487,Ärge põlake poisse,896,2
3488,Ärge põlake poissi,896,2
3489,Ärge põlgage poissa,896,2
3490,Ära põlga poissi,896,2
3491,Ära pane näljasele,2138,2
3492,Õpetus neiudele: ära mine noorelt mehele,2136,2
3493,Ühes poisid,1011,2
3494,Ühes vaesed lapsed,1011,2
3495,Ühes (sõbrad),1011,2
3496,Vihm võõrale maale,620,2
3497,Vihm mujale maale,620,2
3498,Vihm võõrale maale!,620,2
3499,"Vihm, üle vaeslapsest",618,2
3500,Vihm ja vaeslaps,618,2
3501,Öömajale kutse,843,2
3502,Öömajalekutse,843,2
3503,Ämm ahju,1107,2
3504,Õdede ori,2140,2
3505,Võta vallast vaenelaps,1623,2
3506,Võta vaenelaps,1623,2
3507,Võta vallast vaene,1623,2
3508,Võistulaulmine,469,2
3509,Võitulaulmine,469,2
3510,Võitu laulmine,469,2
3511,Võistul,469,2
3512,Võitegemine,1053,2
3513,Võitegu,1053,2
3514,Võitegemise l,1053,2
3515,Või,1053,2
3516,Vaenelaps ja peretütar kündmas,2141,2
3517,Vaese vana hobu,2142,2
3518,Võta naine töölt!,378,2
3519,Võta väike naine,1027,2
3520,Võta väike naine!,1027,2
3521,Võta väikene naine,1027,2
3522,Võta pisike naine,1027,2
3523,"Võta mulle naine, muidu...",1946,2
3524,"Võta naine, muidu...",1946,2
3525,"Võta mulle naine, muidu narrin neidusi",1946,2
3526,"Võta naine, muidu murran neidusid",1946,2
3527,Võta naine mulle,1946,2
3528,"Võta naine, muidu narri neiusid",1946,2
3529,"Võta naine, muidu narrin neiusid",1946,2
3530,"Võta naine, muidu murran neiusid",1946,2
3531,"Võta naine, muidu narrin neidusid",1946,2
3532,Neidude saatus teadmata,708,2
3533,Neidude tundmata saatus,708,2
3534,Neidude tundamata saatus,708,2
3535,Neidude tundmatu saatus,708,2
3536,Neidude vahel soe,2143,2
3537,Neidude vahel soe olla,2143,2
3538,Valu,1651,2
3539,Valu sõnad,461,2
3540,Valusõnad,1651,2
3541,Varesele valu!,461,2
3542,"Vares, vaga linnuke",1400,2
3543,Varga kartus,2144,2
3544,Vargale,899,2
3545,Varss vaeseks lapseks,669,2
3546,Varss vaesekslapseks,669,2
3547,Varss vaeslapseks.,669,2
3548,Varss vaeslapseks,669,2
3549,"Vend kasvatab, kaid õde tahab mehele",2146,2
3550,"Vend kasvatab, kuid õde tahab mehele",2146,2
3551,Vend sõjas,2147,2
3552,Virkuse õpetus neidudele,954,2
3553,Virkuseõpetus neidudele,954,2
3554,Virkuseõpetus neiule.,1124,2
3555,Virkuse õpetus tütrele,954,2
3556,Vitsasõnad,2148,2
3557,Võta naine muidu narrin tüdrukuid,1946,2
3558,"Võta naine, muidu narrin tüdrukuid",1946,2
3559,Võõras ja oma ema ootavad koju,1776,2
3560,Võõras- ja oma ema ootavad koju,1776,2
3561,Võõras ja oma ema äratamas,1840,2
3562,Võõrasema tuuakse,2149,2
3563,Võõras küsib luba laulda,154,2
3564,Võõral põllul töötegemine,2150,2
3565,Väsinud lõikaja,2151,2
3566,Äestamise sõnad,2152,2
3567,Ämm ei anna seepi riiete pesuks,1113,2
3568,Ämm ei anna seepi,1113,2
3569,Ära kosi rikast,2137,2
3570,Ära mine ilusale mehele,2154,2
3571,Ära mine ilusale,2154,2
3572,Ära mine joodikule,1194,2
3573,Ära mine lesele,2155,2
3574,Ära mine noorelt mehele,2136,2
3575,Ära möldrile müü,553,2
3576,Ära müü möldrile,553,2
3577,Ära müü möldrile!,553,2
3578,Ära naera neidu,894,2
3579,Ära naera neidusi,894,2
3580,Ära paista rannale,322,2
3581,Ära võta mõisast naist,1004,2
3582,Ära võta valget meest,330,2
3583,Ärge olge kurvad,1723,2
3584,Öötöö tondi hääks,591,2
3585,valusõnad,1651,2
3586,veresõnad,2156,2
3587,vitsavalu,2148,2
3588,Jaani l,228,2
3589,Jaanitule l.,230,2
3590,Jaaniõhtul,230,2
3591,Jaan-saan,2075,2
3592,"Jaanike, saanike",2075,2
3593,Jaani sõim,1789,2
3594,Jahud halvasti jahvatad,1717,2
3595,"Jahva, kivikene",513,2
3596,Jahvatamine,513,2
3597,Joodikul saab nälga näha,1013,2
3598,Joodikul pole raha,1216,2
3599,Juhani pilge,1789,2
3600,Juhani sõim,1789,2
3601,Juhani ja Peetri sõim,1789,2
3602,Juhani sõimusõna,1789,2
3603,Jaagu sõim,1789,2
3604,Jaani sõim.,1789,2
3605,Juri sõim,1789,2
3606,Jüri sõim,1789,2
3607,Jüri sajatus,1789,2
3608,Jaan tuli lapsi vaatama,239,2
3609,Jaan tõi pika piimapüti,240,2
3610,Ikka ori,628,2
3611,Ilmaneitsi,128,2
3612,Uss,1804,2
3613,Ussisõna,1804,2
3614,"Uss, roos",1804,2
