id,sona,hierarhia_id,sort
1,(?) Kaevul kosija,8,2
2,Kaeval kosija,8,2
3,Kaevul,8,2
4,Kaevul kosija,8,2
5,Kaevul kosilane,8,2
6,Kaevul kosija (NB!),8,2
7,Kaevul kosimine,8,2
8,Kaevul kosja,8,2
9,(?)Salme,127,2
10,Salme,127,2
11,Loomine,123,2
12,Loomise laul,123,2
13,Harja otsimine,124,2
14,Harja otsimine.,124,2
15,Ilma tütar,128,2
16,Ilma neitsi,128,2
17,Ilmaneiu,128,2
18,Ilma neiu,128,2
19,Ilus tütar ilma veere peal,128,2
20,Ilmatütar,128,2
21,Kuldnaine,129,2
22,Loomiselaul,123,2
23,Loomislaul,123,2
24,Mõõk,125,2
25,Mõõk - sõda,156,2
26,Mõõk meres,125,2
27,Kadri l.,202,2
28,Kadri laul,202,2
29,Kadri mangumine,203,2
31,Kadrisandi l.,202,2
32,Kadrisandi laul,202,2
33,Kadrisant,203,2
34,Kadrisantide l,202,2
35,Kadrisantide laul,202,2
36,Kadrisantide tänamine,204,2
37,Kadri minemise laul,204,2
38,Kadrina kuningas,252,2
39,Kadrilaul,202,2
40,Kiigele jooksmine,265,2
41,Mõõk merest,125,2
42,Kiige kidisemine,288,2
43,Kiige kiunumine,288,2
44,Kiige katsumine,267,2
45,Kiigele mune,258,2
46,(Suur härg?),126,2
47,Suur härg,126,2
48,Kiik kidiseb - tahab andeid,288,2
49,Kiik kidiseb - tahab kindaid,288,2
50,Kiik kidiseb (tahab kindaid),288,2
51,Suu härg,126,2
52,Kiigele kartlik,270,2
53,Suur härg.,126,2
54,Kiigele tooja ei too mune,259,2
55,Kiigele tulejal ei ole muna,259,2
56,Kiigele tuleja ilma külakostita,259,2
57,Suur härg - härja tapp,126,2
58,Kiik kiunub,288,2
59,Suur tamm,134,2
60,(?) Tamm,134,2
61,Tamm,134,2
62,Mardi laul,190,2
63,Mardialul,190,2
64,Mardil.,190,2
65,Mardilau,192,2
66,Mardilaul,190,2
67,Mardisandi l.,190,2
68,Mardisandi laul,190,2
69,Mardisandilaul,190,2
70,Mardisantide laul,190,2
71,Karskuse õpetus,327,2
72,Meri - tamm,279,2
73,Karskuseõpetus neiule,327,2
74,Ollest tamm,134,2
75,Saar tamm,134,2
76,Suur tamm.,134,2
77,Tähemõrsja,127,2
78,Karskuseõpetus,327,2
79,Venna otsija,130,2
80,Venna otsimine,130,2
81,Venna otsija/Uppunud vend,130,2
82,Uppunud vend (venna otsija),130,2
83,Karske neiu.,334,2
84,Karske neiu,334,2
85,Uppund vend,130,2
87,Uppunud vend,130,2
88,Ristitud mets,141,2
89,Kolm kotkast,184,2
90,3 kotkast,184,2
91,Kee pada,339,2
92,Keeda putru,342,2
93,Ketilaul - Onnimanni,326,2
94,Kett,343,2
95,Kits karja,343,2
96,Kiri kits,343,2
98,Kits kile karja,343,2
99,Kits - krapp,347,2
100,Kits (krapp),347,2
101,"Kits, karja",343,2
102,Karja-kits,349,2
103,Karjakits,349,2
104,Kits,347,2
105,Kits ja perenaine,349,2
106,Kits kilu karja,343,2
107,Kits metsa,343,2
108,Kits tahab heinu,349,2
109,Kits teile karja,343,2
110,Kits-krapp,347,2
111,"Kits, krapp",347,2
112,Kitse krapp,347,2
113,Üks pole ühte,351,2
114,Kallis kiik,297,2
115,Kallis neiu kiigel,270,2
116,Kehvad kiigesepad,304,2
117,Kiiga katsumine,267,2
118,Kiige all kenad poisid,260,2
119,Kiige katsumine - kiik kitsas,175,2
120,Kiige kiitmine,296,2
121,Kiige kiitus,298,2
122,Kiige laul,255,2
123,Kiige tegemine,304,2
124,Kiige toomine,294,2
125,Kiige ärasaatmine,316,2
126,Kiigel kartlik,270,2
127,Arg kosilane,144,2
128,Kiigelaul,255,2
129,Kiigele ehtimine,261,2
130,Kiigele kutse,257,2
131,Arg kosilane - püssil,144,2
132,Arg kosija,144,2
133,Arg kosilane ?,144,2
134,Arg peig,144,2
135,Kiik halval kohal,304,2
136,Arg peiu,144,2
137,Arg poiss,144,2
138,Kiigelekutse,258,2
139,Kiigemaa otsimine,358,2
140,Ema müüs tütreid,159,2
141,Hiie noormees,135,2
142,Hiie noorem poeg,135,2
143,Hiie noorem peeg,135,2
144,Hiie noorem vend,135,2
146,Hiie kaudu,135,2
147,Hiie poeg,135,2
148,Hiielaul,135,2
149,Kosilane kaevul,8,2
150,Kosilane kaevul.,8,2
151,Kosilased kaevul,8,2
152,Kiigepäevad mööda,315,2
153,Lunastatatav neiu,142,2
154,Küsimused,360,2
155,Lunastatav naine,142,2
156,Lunastatav neiu,142,2
157,Lunastatav neiu - sõjast,142,2
158,Kolm metsa,352,2
159,Kiigutage tasa,286,2
160,Kiigutaja palk,284,2
161,Lunastatav neiu (C),159,2
162,Lunastatav neiu.,145,2
163,Kiik aita,314,2
164,Lunastatav õde,142,2
165,Lunastetav neiu,142,2
166,Mareta,140,2
167,Mareta laps,140,2
168,Mareta laul,140,2
169,Mareta poeg,140,2
170,Maretalaul,140,2
171,Liiri lõõri,363,2
172,Liiri-lõõri,363,2
173,Liiri- lõõri,363,2
174,Liiri-lõõri lõokene,363,2
175,"Liiri, lõõri",363,2
176,"Liiri, lõõri lõokene",363,2
177,Mehetapja,149,2
178,Mehetapja Mai,149,2
179,Maie,149,2
180,Maie l,149,2
182,Maie l.,149,2
183,Maie laul,149,2
184,Maielaul,149,2
185,4 metsa,364,2
186,Mis mees merest tõuseb,131,2
187,Kuldmees,131,2
188,"Kuld-, hõbe- jne. mees",131,2
189,"Kuld, hõbe jne. mees",131,2
190,Müüdud neiu,145,2
191,Miks müüsid tütreid,159,2
192,Naisetapja,148,2
193,Naisetapja Toomas,148,2
194,Toomas naisetapja,148,2
195,Tooma laul,148,2
196,Toomalaul,148,2
197,Nuttev tamm,133,2
198,Nuttev tamm.,133,2
199,Nõmme poeg,137,2
200,Nõmmepoeg,137,2
201,Pea piiramine,139,2
202,Pea pesemine,139,2
203,Peapiiraja,139,2
204,Pea piiraja,139,2
205,Peiu laev,143,2
206,Kalmuneid,371,2
207,Kalmuneiu,371,2
208,Kalmumine,371,2
209,Roo robina,138,2
210,Roos robin,138,2
211,Suisa suud,136,2
212,Tütar vette,158,2
213,Tütar vette!,158,2
214,Ema ei viinud vette,158,2
215,Tütart vette,158,2
216,Tütred vette,146,2
217,Tütarde tapja,146,2
219,Ehted kadunud,173,2
220,Ehted riisutud,174,2
221,Ehted kadunud (riisutud),173,2
222,Ehted katki,175,2
223,Ehted riisutud.,174,2
224,Ehted röövitud,176,2
225,Ehted varastatud,176,2
226,"Neiu kodu kaebamas, et ehted katki",175,2
227,Sõrmus kadunud,372,2
228,Sõrmus varastatud,372,2
229,Haned kadunud,168,2
230,Kas hani nägite,168,2
231,Haned kadund,168,2
232,Hobune murtud,171,2
233,Hobune varastatud,170,2
234,Hobune kadund,373,2
235,Hobune kadunud,373,2
236,Hobune varastet,170,2
237,Varastatud hobune,170,2
238,Hobuse ostjad,186,2
239,Hobu varastatud,170,2
240,Hobuse ostja,186,2
241,Kari kadunud,167,2
242,Kari kadunud / arul,167,2
243,Kari kadunud.,167,2
244,Karja kauplejad,166,2
245,Karja kaupleja,166,2
246,Kari kadund,167,2
247,Karja (müümine) kauplemine,166,2
248,Teomees ja kubjas -,179,2
249,Laevapuu,164,2
250,Laevapuu ostmine,164,2
251,Laevapuu otsimine,164,2
252,Neiu põld,178,2
253,Neiu küsib vennalt maad,178,2
254,Neiu palub vennalt maad,178,2
255,Õde palub vennalt maad,178,2
256,Osmi haigus,160,2
257,Põll põrmune,172,2
258,Põll põrmus,172,2
259,Püha putke lõikaja,163,2
260,Veeteele viibinud,165,2
261,Kaua veeteel viibinud,165,2
262,Veeteel viibinud,165,2
263,Veetooja,165,2
265,Veetoomine.,165,2
266,Veetoomine,165,2
267,Venna kirvehaav,161,2
268,Venna kirvehaav - ei saa kustki abi,161,2
269,Vikat haavab venna,162,2
270,Vikati sajatus,162,2
271,Viru sepp,187,2
272,Venna sõjalugu,153,2
273,Venna sõja laul,153,2
274,Venna sõjal.,153,2
275,Venna sõjalaul,153,2
276,Venna sõjalaul?,153,2
277,Jeesuse surm,181,2
278,Jeesuse näljasurm,182,2
279,Maarja otsib poega,183,2
280,Maarja otsib Jeesust,183,2
281,Ori taevas,180,2
282,Ori taevas.,180,2
283,Võõras palub luba laulda,154,2
284,Paista päev,322,2
285,Paista päev!,322,2
286,Palav rikub palge,325,2
287,Päevad palavad,325,2
288,"Paista, päev!",322,2
289,Päev soeb sulaste päid,366,2
290,Kolm järve,375,2
291,Kolm õunapuud,365,2
292,Õunapuu,365,2
293,Õunapuu õues,365,2
294,Õunapuud,365,2
295,Kosjahobune,361,2
296,Mõistatus,377,2
297,Mõistatus - kuu,377,2
298,Mõistatus viljadest,377,2
299,Mõistatus viljast,377,2
300,Mõistatus: mesilane,377,2
301,Mõistatus.,377,2
302,Mõistatuse laul,377,2
303,Mõistatused,377,2
304,Mõistatused vilja kohta,377,2
305,Mõistatuselaul,377,2
306,Mõistatusi,377,2
307,"Mõistatusl. - jänes, orav jne.",377,2
308,Mõistatusl.: Kes haaviku emand,377,2
309,Mõistatuslaul,377,2
310,Mõistatuste laul,377,2
311,Puude mõistatus,377,2
312,Vikerkaari mõistatus,377,2
313,Viljade mõistatus,377,2
314,Viljamõistatus,377,2
315,Kada ajamine,222,2
316,Liugu laskma,215,2
317,Liugu laskmas.,215,2
318,Liugulaskmise l.,215,2
319,Liulaskmise laul,213,2
320,Liulaskmiselaul,213,2
321,Liulaskmislaul,213,2
322,Vastlal,217,2
324,Vastlamäng,217,2
325,Kulla kulumine,283,2
326,Ei ole kiigele mune tuua,259,2
327,Ei ole muna kiigele tuua,259,2
328,Ei too muna kiigesepale,259,2
329,Pole muna kiigele toonud,259,2
330,Pole muna kiigele tuua,259,2
331,Pole muna toonud kiigesepale,259,2
332,Pole muna toonud kiigele,259,2
333,Pole muna kiigele viia,259,2
334,Ilus neiu kiigel,272,2
335,Ilus neiu kiigel juukseid lõikamas,272,2
336,Kingitused kiige sepale,284,2
337,Kingitused kiigele,284,2
338,Kingitused kiigesepale,284,2
339,Kingitused kiigeseppadele,284,2
340,Kirp kiigel,313,2
341,Kirp kiigele,312,2
342,Kullad ei kulu kiigel - sepp kodus,283,2
343,Pole ehteid kiigele minna,263,2
344,Tore neiu kiigel,272,2
345,Neiu ehib kiigele,261,2
346,Kutse kiigele,257,2
347,Mis kiigelt näha,275,2
348,Kiik kitsas,305,2
349,Kitsas kiik,305,2
350,Kiik hääl kohal,303,2
351,Kiik heal kohal,303,2
352,Kiik kõrgele,273,2
353,Kiik kidiseb,289,2
354,Kiik kiiksub,289,2
355,Jaanitulele,228,2
356,Jaanitulele kutse,228,2
357,Kutse jaanikule,228,2
358,Kutse jaanitulele,228,2
359,Jaanipäeva ootamine,227,2
360,Mardi sõim,190,2
361,Hingesantide laul,189,2
362,Nääride laul,207,2
363,Tabani hobu,206,2
364,Tabani laul,206,2
365,Jõuaks jõulud,209,2
366,"Jõudke, jõulud",209,2
367,"Jõudke, jõulud!",209,2
368,"Jõudke, jõulukesed",209,2
369,Jõulude igatsus,209,2
370,Jõulude ootamine,209,2
371,Jõulude ootus,209,2
372,Jõululaul,210,2
373,Jõululaupäeva tööd,210,2
374,Sulane igatseb jõuluid,209,2
375,Pühad teevad särgid mustaks,247,2
376,Püha lehe lõikamisest haige,163,2
377,Püha lehe lõikamisest haige.,163,2
378,Pühade ootamine,225,2
379,Pühade ootus,209,2
380,Ära pühal püüa naist,378,2
381,Ära kosi pühal,378,2
382,Ära püüa pühal naist,378,2
383,Ära võta pühal naist,378,2
384,Ära püüa pühal ja mõisanaist.,378,2
385,Ära pühal püüa naist.,378,2
386,Ära kosi pühal naist,378,2
387,Nõelamäng,367,2
388,Nõela mäng,367,2
389,Pajamäng,338,2
390,Pajamäng.,338,2
391,(?) Leigeri mäng,379,2
392,Aia mäng,380,2
393,Aiamäng,380,2
394,Haavamäng,381,2
395,Hanemäng,382,2
396,Hobuse mäng,383,2
397,Hobusemäng,383,2
398,Hobusemäng?,383,2
399,Hobuse otsija mäng,383,2
400,Hobuseotsija mäng,383,2
401,Hundi ja lamba mäng,384,2
402,Hundimäng,384,2
403,Jänese mäng,380,2
404,Kandlitegemise mäng,385,2
405,Karu mäng,386,2
406,Karumäng,386,2
407,Kassi mäng,387,2
408,Kassimäng,387,2
409,Kaubamäng,388,2
410,Kaubaostmise mäng,388,2
411,Kindel ait - aiamäng,384,2
412,Kootskulli mäng,389,2
413,Kosjamäng,390,2
414,Kulli mäng,389,2
415,Kullimäng,389,2
416,Kullimängulaul,389,2
417,Kuninga mäng,391,2
418,Kuningamäng,391,2
419,Kuutskulli mäng,389,2
420,Kuutskullimäng,389,2
421,Kõveriku mäng,392,2
422,Kündja mäng,393,2
423,Laeva mäng,394,2
424,Laevamäng,394,2
425,Lamba mäng,384,2
426,Lambamäng,384,2
427,Leigari mäng,379,2
428,Leigarimäng,379,2
429,Leikari mäng,379,2
430,Leikarimäng,379,2
431,Leikarite mäng.,379,2
432,Lekkeri mäng,379,2
433,Leina mäng,395,2
434,Leinamäng,395,2
435,Linna mäng,388,2
436,Linnamäng,388,2
437,Linnu mäng,380,2
438,Linnumäng,380,2
439,Lotsmanimäng,396,2
441,Lõikajate mäng,379,2
443,Läbikäimise mäng,397,2
444,Läbipugemise mäng,397,2
445,Midrilinnu mäng,380,2
446,Midrilinnumäng,380,2
447,Mu õekese mäng,398,2
448,Mäng: Suur lammas,400,2
449,Naeri mäng,401,2
450,Naerimäng,401,2
451,Naerivargamäng,401,2
452,Nairi mäng,401,2
453,Nuku mäng,395,2
455,Nukumäng,395,2
456,Neiu sõrmehaava mäng,381,2
457,Oldermani mäng,399,2
458,Oldermanimäng,399,2
459,Oldermanni mäng,399,2
460,Oldermanni ringmäng,399,2
461,Oldermannimäng,399,2
462,Ollermanni mäng,399,2
463,Paja laenamise mäng,338,2
464,Paja mäng,338,2
465,Pandi mäng,391,2
466,Pandimäng,391,2
467,Pruudi ehtimise mäng,399,2
468,Peiu ja pruudi mäng,402,2
469,Neiu valimise mäng,403,2
470,Pruudi valimise mäng,403,2
471,Pruudi ja peigmehe mäng,402,2
472,Rikka ja vaese mäng,404,2
473,Rikka ja vaese mäng (Vouli),404,2
474,Pime kukke mäng,405,2
475,Pulmamäng,404,2
476,Rebasemäng,406,2
477,Rongimäng,407,2
478,Seamäng,408,2
479,Seatapmise mäng,408,2
480,Sergeri mäng,379,2
481,Siamäng,408,2
482,Siimani mäng,407,2
483,Siimanimäng,407,2
484,Siimanni selli mäng,407,2
485,Siimu mäng,407,2
486,Siimu sulase mäng,407,2
488,Siimusulase mäng,407,2
489,Siimusulasemäng,407,2
490,Sikamäng,409,2
491,Sõela mäng,410,2
492,Sõelalaenamise mäng,410,2
493,Sõelamäng,410,2
494,Sõelumise mäng,410,2
495,Sõjamäng,411,2
496,Telutegemise mäng,411,2
497,"Tii, tii tigane - mäng",412,2
498,Vasikamäng,396,2
499,Vile mäng,413,2
500,Vilemängija,413,2
501,Värava mäng,414,2
502,Väravamäng,414,2
503,Ätse mäng,415,2
504,Ätsemäng,415,2
505,Ätsese mäng,415,2
506,"Laisad tüdrukud, nobedad tantsima.",416,2
507,Laisk ketraja - nobe tantsima,416,2
508,Laisk neiu - nobe tantsima,416,2
509,Laisk neiu (tööl ja tantsul),416,2
510,Laisk peretütar - nobe tantsima,416,2
511,Laisk tööl - nobe tantsule,416,2
512,"Laisk tööle, nobe tantsima",416,2
513,Laisk tüdruk nobe tantsima,416,2
514,Laisk tüdruk tööl ja tantsul,416,2
515,Neiu tantsul ja tööl,416,2
516,Neiu tööl ja tantsul,416,2
517,"Nobe tantsija, aga laisk neiu",416,2
518,Nobe tantsima - muidu laisk,416,2
519,"Nobe tantsima, laisk tööle",416,2
520,Nurka noormehed - vend tuleb tantsima,417,2
521,"Nurka noormehed, vend tuleb tantsima",417,2
522,Vend tuleb tantsima,417,2
523,Ristitants,418,2
524,Ristitantsulaul,418,2
525,Tamm läheb tantsima,419,2
526,Tamm tantsib,419,2
527,Tamm tantsima,419,2
528,Tamme tantsimine,419,2
529,Imed: taevas tantsib,420,2
530,Taevas tantsib,420,2
531,Taevas tantsima,420,2
532,Taevas tantsis,420,2
533,Tantsi tammekene,419,2
534,Taevas tantsis.,420,2
535,Tantsulaul Siimu sulane.,407,2
536,Ei ole tantsijat,422,2
537,Ei ole tantsitajat,422,2
538,Tantsige tasa,424,2
539,"Tantsi, ära määri ehteid",426,2
540,Tantsitage tasa,424,2
541,Tantsi tasa,424,2
542,Tantsin pillitagi,428,2
543,Põrand tahab tantsimist,434,2
544,Tantsule kutse,437,2
545,Tasa tantsitage,424,2
547,Tantsu luba küsimine,443,2
548,Tänu söögi eest,453,2
549,Talguliste tänu söögist,453,2
550,Tänu söögi eest?,453,2
551,Koka kiitus,454,2
552,Koka kiitus.,454,2
553,Pidu lõpeb,456,2
554,Pidu otsas,456,2
555,Peolt koju,455,2
556,Küla ütles,458,2
557,Ei laula rahata,459,2
558,3 metsa,352,2
559,Laula laps,465,2
560,Arg laulik,466,2
561,Arg laulik - kardab kodu,466,2
562,Arg laulik - karda mõisat,466,2
563,Arg laulik - kardab küla,466,2
564,Arg laulik - kardab mõisat,466,2
565,Arg laulik kardab mõisat,466,2
566,Arglik laulik,466,2
567,Ahellaul:Memm läks aita,468,2
568,Ei laula teie vastu,469,2
569,Ei ole lauljat hulgas,472,2
570,Ei ole hulgas lauljaid,472,2
572,Ei ole hulgast lauljat,472,2
573,Ei ole hulgas lauljat,472,2
576,Ei tohi laulda sakste pärast,466,2
577,Halb ja hää laulja,476,2
578,Halb laulik,476,2
579,Halb laulja,476,2
583,Ei ole lauljat,471,2
584,Ei ole lauljaid hulgas,471,2
585,Imelik laulik,491,2
586,Endine hääl,494,2
587,2 vaestlast,515,2
588,Hea hääl,494,2
590,Hää hääl,494,2
591,Hääle ostmine,517,2
592,Hääl ära viidud,519,2
593,Hääle otsimine,519,2
594,Ostetud hääl,517,2
595,Tore tants,419,2
596,Telu tegemine,411,2
597,Tees-telu,411,2
598,Telutegemine,411,2
599,Teestelu,411,2
600,Pill ei toida peret,529,2
601,Pill ei toida,529,2
602,Puhu pilli,532,2
603,Pill hele pedajane,534,2
604,Pillisepp,539,2
605,Karjase pühapäev,555,2
606,Viibisin vilet ajama,413,2
607,"Veere, päev",251,2
608,Tütarte tapja,146,2
609,Tütarde tapmine,146,2
610,Taar hapnema,580,2
611,Taar - Õlu,580,2
612,Taari laul,580,2
613,Taar õlleks,580,2
614,Taari tegemine,580,2
615,Taar,580,2
616,Orja pühapäev,584,2
617,Nädalapäevad,602,2
618,Meie ja teiste poisid jaanipäeval,604,2
619,Meie ja teie poisid jaanipäeval,604,2
620,Meie ja muude poisid jaanipäeval,604,2
621,Laupäeva õhtu,606,2
622,Igapäev peksa,607,2
623,Joodiku nädalapäevad,608,2
624,Joodiku nädalapäevad.,608,2
625,Kuu,611,2
626,Kuu tõuseb Kuura jõest,321,2
627,Kuu teretamine,611,2
628,Sada vihm,621,2
629,3 kingad,623,2
630,3 kubja tütart,624,2
631,3 kupja tütart,624,2
632,3 aita,568,2
633,3 hälli,625,2
634,3 kätkit,625,2
635,3 halba,626,2
636,Ilm udune,636,2
637,Ilm udune tülidest,636,2
638,Ilm udune tülist.,636,2
639,"Ilm udune, et sugulased taplevad",636,2
640,"Ilm udune, et suguvõsa riidleb",636,2
641,Ilm udune tülist,636,2
642,Pere tülitseb - ilm udune,636,2
643,Taevas udune tülist,636,2
644,Roostetanud kurk,497,2
645,Üle vihm vaesestlapsest,618,2
646,Üle vihm vaesest lapsest,618,2
647,"Tuul, ära puhu",645,2
648,Tuulest hobu,657,2
649,Tuulest hobune,657,2
654,Kevad,691,2
655,Kevade,691,2
656,Helise mets,696,2
657,Helise metsa,696,2
658,Hiir metsa,713,2
659,Hiire metsa,713,2
660,Ilus metsas elada,717,2
661,Kilk (~ hiir) metsa,713,2
662,Kari metsa,715,2
663,Kosilased metsast,728,2
664,Kuldne mets,717,2
665,Lauldes läbi metsa,730,2
666,Mehed kui metsapullid,733,2
667,Metsa murd,495,2
668,Metsas pulmad,355,2
669,Metsast mehele,355,2
670,Neiu kutsub poisi metsa,756,2
671,Neiu kutsub poisid metsa,756,2
672,Neiu kutsub poisse metsa,756,2
673,Neiu meelitab poisid metsa,756,2
674,Neiu kutsub poissa metsa,756,2
675,Neiu meelitab poisse metsa,756,2
676,Neiu kutsub poissi metsa,756,2
678,Petis poiss kutsub neiu metsa,332,2
679,Pulmad metsas,355,2
680,Tüdruk kutsub poisi metsa,756,2
681,Tüdruk kutsub poisid metsa,756,2
682,Tüdruk kutsub poisse metsa,756,2
683,Võine mets,767,2
684,Õllest mets,674,2
685,Õllekann metsa visatud,674,2
686,Vitsast mets,674,2
687,(?) Sõõrumäele,773,2
688,Sõidaksin Sõõrumäele,773,2
689,Sõõrumäele,773,2
690,Puud ei ole ühepikad,714,2
691,Tarbepuude raiumine,362,2
692,Kased kasvama,744,2
693,Odra ja kaera sajatus,780,2
694,Odra ja kaera tüli,780,2
695,Oksad oravaid täis,723,2
696,Peiu kündmas - neiu marjul,790,2
697,"Peiu kündmas, neiu marjul",790,2
698,Peiu künnab - neiu marjul,790,2
699,Neiu viib poisile marju,790,2
700,"Poiss künnab, neiu marjul",790,2
701,"Poiss künnab, tüdruk karjas, korjab marju.",790,2
702,Tütar ilus - ema marju söönud,786,2
703,Tütar madal - ema marju söönud,787,2
704,"Tütar madal, ema marju söönud",787,2
705,Härjad murtud,169,2
706,3 õuna,791,2
708,Ladvad lindudele,776,2
709,Lind lohutamas,794,2
710,Lind poegi haudumas,796,2
711,Värav,414,2
712,Värav katki,414,2
713,Kull kutsumata,797,2
714,Kootskull,389,2
715,Kull,389,2
716,Kuuts kull,389,2
717,Kuutskull,389,2
718,Kuutskull (Liiri-lõõri),363,2
719,Lobi - kullipesa,363,2
720,Kolm kägu,800,2
721,Mõistu küsimused,351,2
722,Sulane lahkub,703,2
723,Sulane lähab ära,703,2
724,Sulane läheb ära,703,2
725,Sulane läheb ära - Sulane lahkub,703,2
726,Sulane läheb ära.,703,2
727,Hollandi sulane,639,2
728,Hollandi sulane (?),639,2
729,Hollandi sulane.,639,2
730,Hollandi sulase,639,2
731,Joodiku hobune,510,2
732,Joodiku hobu,510,2
733,Eksinud: must naine,542,2
734,Must naine,542,2
735,Must naine (rumal naine),542,2
736,Must naine sipelgapesas,542,2
737,Must naine sipelgapessa,542,2
738,Must naine.,542,2
739,Musta naise tapmine,542,2
740,Must ja rumal naine,542,2
741,Musta naise pesemine,542,2
742,Mustad meremehed,809,2
743,2 musta naist,542,2
744,Vara tõusis varaseke / Varane vaenelaps,810,2
745,Pisike punane põrsas,811,2
746,Pisike punane porsas,811,2
747,Pisike põrsas,811,2
748,Pisikene põrsas,811,2
749,Hällülaul,255,2
750,Hällilaul,815,2
751,Hälli laul,815,2
752,Hällilaul härra pojale,815,2
753,Kuhu pean mina minema,576,2
754,Kuhu pean mina minema?,576,2
755,Kuhu pean minema,576,2
756,Kuhu pean minema?,576,2
757,Kuhu pean minema.,576,2
758,Kuhu pian minema,576,2
759,Kuhu pean pesa tegema,774,2
760,Kägu kukub,793,2
761,Kägu,793,2
762,Kägu kukub karjasele,793,2
763,Käokiri,804,2
764,Käo laul,504,2
765,Käo saamine,504,2
766,Käo kiri,804,2
767,Aia auk,820,2
768,Aia-auk,820,2
769,Ahell.: Teter Mats,326,2
770,"Ani, ani valge",382,2
771,4 neiut,518,2
772,4 neidu,518,2
773,4 neida,518,2
774,4 neidu.,518,2
775,4 neitsit,518,2
776,4 neidu - ait,518,2
777,Rikas hüüab reeks,835,2
778,Rikas ütleb reeks,835,2
779,Rikas ütleb reerks,835,2
780,Rikas sõimab reeks,835,2
781,Kurb laulik,839,2
782,Kus istun - iken,761,2
783,Kus istun - iken.,761,2
784,Kosjahobu söötmine,819,2
785,Kosjahoba söötmine,819,2
786,Kosjahobu söötmine - kosja,819,2
787,Kosjahobuse söötmine,819,2
788,Kosjahobu söötmine.,819,2
789,Kosjahobu söötmine (Kosjateel),819,2
790,Kosjahobu söötmine?,819,2
791,Kosja hobu söötmas,819,2
792,Ahellaul,841,2
793,Asjata kasvatus,875,2
794,Asjatu kasvatus,875,2
795,Kasvatus asjata,875,2
796,Eide kasvatus asjata,875,2
797,Ema kasvatus asjata,875,2
798,Kasvatus asjata.,875,2
799,Kasvatus asjatu,875,2
800,Palju peetud neiud,450,2
801,Peetud neiu,450,2
802,Peetud neiud,450,2
803,Ema haual,473,2
804,Ema haual.,473,2
805,Kaks vaestlast ühes,515,2
806,Kaks vaeslast,515,2
807,Kaks vaeslast?,515,2
808,Kaks vaestlast,515,2
809,Kaks pulli - kaks vaestlast,515,2
810,Sõja l,153,2
812,Sõja l.,153,2
813,Sõja laul,153,2
814,Sõjalaul,153,2
815,(Ilus neiu) Mesi meeste meelest ?,877,2
816,Mesi meeste meelest,877,2
817,Varese munad,796,2
818,Vares vaakus,796,2
819,Vares ootab hobuse surma,962,2
820,Vares muneb,796,2
821,Vares ootab hobu surma,962,2
822,Vares ootab hobuse surma.,962,2
823,Tänu kokale,454,2
824,Koka kiitmine,454,2
825,Rõõmus nekrut,852,2
826,Mere kündmine,704,2
827,Unes mere kündmine,704,2
828,Miks ei mullu tulnud,711,2
829,Miks mullu ei tulnud,711,2
830,Miks ei mullu tulnud?,711,2
831,Miks ei mullu tulnud.,711,2
832,Oleks mullu tulnud,711,2
833,Imetegija,825,2
834,Imetegija?,825,2
835,Nuttev tamm?,133,2
836,Imed,552,2
837,Imed.,552,2
838,Neiu küla - imed,552,2
839,Palve sakstele,862,2
840,Orja palve,770,2
841,Palve kupjale,369,2
842,Palve kupjale: lase lapsed lõunale,369,2
843,Palve kubjale,369,2
844,Palve saksteke,862,2
845,Palve sakstele.,862,2
846,Palved sakstele,862,2
847,Palve kupjale: lase lapsed lõunale!,369,2
848,Palve sakstele - kättemaks sakstele,862,2
849,Palve,862,2
850,Tõbine naine,861,2
851,Hiie laul,135,2
852,Isa hoidis lastele hiiesid,722,2
853,Sala läbi Hiie õue,135,2
854,Hiielt sala läbi,135,2
855,Kättemaks,474,2
856,Kättemaks sakstele,474,2
857,Kättemaks sakstele.,474,2
858,Kättemaksmine sakstele,474,2
859,Kättemaksmine saksele,474,2
860,Kättemaksmine,474,2
861,Kättemaks sakstele (saksad santima),474,2
862,Kubjas mõõtis suure tüki,912,2
863,Saks ei luba naist,888,2
864,Küla ütleb paljusööjaks,889,2
865,Suur sööja,889,2
866,Liigasööja,889,2
867,Liigasööja sulane,889,2
868,Paljusööja,889,2
869,Palju sööja,927,2
870,Süüdistatakse paljusööjaks,889,2
871,Üteldakse liigasööjaks,889,2
872,Paljusööja.,889,2
873,Liigsööja,889,2
874,Külla sööja,927,2
875,Liia sööja,927,2
876,Liiasööja,927,2
877,Liiga sööja,889,2
878,Tilluke teopoiss,891,2
879,Tilluke teomees,891,2
880,Tillukene teomees,891,2
881,Tillukene teopoiss,891,2
882,Vaene varblane,944,2
883,Varblane,944,2
884,Varblane teiste tüliks,944,2
885,Varblase laul,944,2
886,Kodu jääb tütart nutma,572,2
887,Odavad neiud,967,2
888,Odav neiu hind,967,2
889,Memme vaev,817,2
890,Pisut sain memme piima,817,2
891,Humal,763,2
892,Tee ilu,970,2
894,Hea laulda õhtul?,746,2
895,Ilus õhtul,746,2
896,Ilus õhtul laulda,746,2
897,Õhtul ilus laulda,746,2
898,Õhtul hea laulda,746,2
899,Õhtul ilu,746,2
900,Õhtul laulmine,746,2
901,Õhtu ilu,746,2
